itemName,date,price1,price10,price100
Vigi Pirate Fabric,09-07-2022,297,3875,47999
Vortex Essence,09-07-2022,915000,,
Wa Wabbit Essence,09-07-2022,13494,114999,
Wa Wabbit Fabric,09-07-2022,1699,14999,
Wa Wobot Essence,09-07-2022,8799,88888,
Wabbit Fabric,09-07-2022,73,481,2098
Wabbit Teeth,09-07-2022,1,15,
Waddict Tooth,09-07-2022,306,8497,30899
War Essence,09-07-2022,700000,,
Warguerite Bark,09-07-2022,3162,22937,
Warmonbeer Tooth,09-07-2022,6478,69480,799997
Weremoggy Claw,09-07-2022,6397,33625,290000
Wheat,09-07-2022,5,50,
White Rat Essence,09-07-2022,5487,,
White Scaraleaf Carapace,09-07-2022,55,799,11444
Whitish Fang Ears,09-07-2022,114,1925,20974
Whitish Fang Fabric,09-07-2022,347,2994,37445
Wild Koalak Femur,09-07-2022,299,8793,88000
Wind Kwak Beak,09-07-2022,204,1991,22995
Woolly Bow Meow Sternum,09-07-2022,298,2885,29868
Woolly Piggoth Tusk,09-07-2022,1685,9971,146894
Wurmlord Essence,09-07-2022,141785,,
Wurmlord Eye,09-07-2022,6398,63485,650000
XLII Essence,09-07-2022,24983,249990,
XLII Horn,09-07-2022,1099,10950,111111
Yazkooalak Ear,09-07-2022,6,497,
Yellow Carapace,09-07-2022,361,,
Yokai Snowfoux Skull,09-07-2022,1598,,
Yoloinist Crab Claw,09-07-2022,3295,32663,399999
Yomi Snowfoux Malleolus,09-07-2022,623,6682,35882
Zinzolin Prysmaradite,09-07-2022,999953,,
Zoth Disciple's Kneecap,09-07-2022,4888,,
Zoth Fabric,09-07-2022,,,
Zoth Warrior Shinbone,09-07-2022,395,4075,40198
Abominable Fish Juice,09-07-2022,169000,,
Abyssal Metal,09-07-2022,13193,139298,
Acorn,09-07-2022,300,3498,49997
Aerodynamic Pelt,09-07-2022,255,4897,49997
Agathe,09-07-2022,3497,30924,328000
Agathe Stone,09-07-2022,555,5555,
Air Pikoko Nut,09-07-2022,4397,49994,
Air Pikoko Rump,09-07-2022,878,9499,94000
Airworm,09-07-2022,76,995,16984
Akakwa Akapants,09-07-2022,279,2865,44797
Akornaddikt Acorn,09-07-2022,9698,,
Al Howin's Bristly Sideburns,09-07-2022,1693,3000,38000
Alabaster Dreggon Skin,09-07-2022,490,4300,39978
Alassslash Loincloth,09-07-2022,3597,11939,
Alliagem,09-07-2022,6348,50000,
Almond Dragoturkey Tail,09-07-2022,120,1493,10479
Aloevie Rat's Magical Tome,09-07-2022,975,9749,134469
Altdemon Hair,09-07-2022,6499,55000,
Alteration Potion,09-07-2022,8592,77892,847995
Alyeena Face,09-07-2022,2175,25099,
Alyeena Hair,09-07-2022,3198,34444,420000
Amakna Castle Rat Dung ...,09-07-2022,4886,119997,
Amber,09-07-2022,8,109,
Ambergris,09-07-2022,8966,66989,729999
Ambusher Leaf,09-07-2022,1009,14104,131998
Aminita Volva,09-07-2022,21,220,9000
Amorphid Wing,09-07-2022,3554,37998,
Anatak's Scalp,09-07-2022,495553,,
Ancestor Potion,09-07-2022,1242,6991,70000
Ancestral Amber,09-07-2022,98,674,7350
Ancestral Cotton,09-07-2022,797,9999,
Ancestral Domain Key,09-07-2022,199,3854,
Ancestral Treechnid Root,09-07-2022,499,4999,
Ancestral Trout,09-07-2022,12650,,
Ancestral Wood,09-07-2022,31799,339999,
Andespite,09-07-2022,5555,57699,
Anerice's Spike,09-07-2022,13848,118487,
Angular Stone,09-07-2022,3177,32495,
Anomaly Fragment,09-07-2022,59999,479994,
Antrezure Antenna,09-07-2022,20,375,4486
Aquamarine,09-07-2022,2848,17984,189991
Aquamarine Stone,09-07-2022,330,5191,47773
Aquatic Parasite,09-07-2022,3142,18989,319018
Arachnee Leg,09-07-2022,499,4394,42500
Arachnotron Broken Mask,09-07-2022,247,8997,
Arak-hai Gland,09-07-2022,89,392,4480
Araknoxious Intestine,09-07-2022,89,799,24999
Archer Voodoo Doll,09-07-2022,99,996,19998
Armiscreant Hood,09-07-2022,13500,99999,
Armour Fragment,09-07-2022,17995,145599,
Army of Ticks,09-07-2022,4000,39982,485076
Aroumb,09-07-2022,155554,,
Ash Sap,09-07-2022,3986,,
Ash Wood,09-07-2022,93,230,1700
Aspen Sap,09-07-2022,3500000,,
Aspen Wood,09-07-2022,500,788,2000
Asploda Wig,09-07-2022,2392,18689,187980
Asteraw Heart,09-07-2022,8748,87900,
Asteraw Leather,09-07-2022,1899,19980,
Astral Substrate,09-07-2022,34973,345872,
Atcham's Hair,09-07-2022,54998,,
Atomystique Stone,09-07-2022,3990,89999,899999
Atomystique Tephra,09-07-2022,10111,149991,
Atrophied Podgy Tofu Wing,09-07-2022,1198,16693,133333
Aubergine,09-07-2022,,500,8895
Awkwood Board,09-07-2022,949,9500,
Aziz Feather,09-07-2022,239994,,
Babbage,09-07-2022,884,1993,24995
Babyhemoth Relic,09-07-2022,7999984,,
Back-Scratcher Tip,09-07-2022,50000,,
Bacterrible Antenna,09-07-2022,400,3993,92999
Bad Boy Tattoo,09-07-2022,948,9391,76995
Baker's Yeast,09-07-2022,90,149,8500
Ball of Gobkool Wool,09-07-2022,590,9798,88888
Ballasted Kanonball,09-07-2022,9550,106993,
Bamboo Sap,09-07-2022,15000,,
Bamboo Wood,09-07-2022,490,2999,4998
Bambooto Stalk,09-07-2022,249,1980,11000
Bandages,09-07-2022,347,4000,49997
Bangartifoux Hairs,09-07-2022,188,1500,21999
Barbakle Qil,09-07-2022,28645,222000,
Barbrossa's Ridiculous Be ...,09-07-2022,91,3470,36936
Barbrossa's Shirt,09-07-2022,99,999,19890
Barkritter Calyx,09-07-2022,161,1657,13199
Bartyclank Embroidery,09-07-2022,1111,30498,
Bartyclank Leather,09-07-2022,480,4765,
Basalt,09-07-2022,64896,599999,
Bashillus Leg,09-07-2022,757,7590,244995
Bat,09-07-2022,21,293,
Batofu Feather,09-07-2022,320,3150,
Battle of the Crimson Daxv ...,09-07-2022,84779,1149861,
Bauxite,09-07-2022,600,5990,28356
Bean,09-07-2022,200,990,10998
Bearbarian Antichamber Ker,09-07-2022,24395,230000,
Bearded Cod,09-07-2022,1299985,,
Beardrammer Beard Hair,09-07-2022,12899,128996,899998
Beaztinga Fuzz,09-07-2022,1399,12722,74194
Beaztinga Wings,09-07-2022,455,3729,
Beer Tankard,09-07-2022,6495,59990,599998
Behelit,09-07-2022,38999,,
Bell,09-07-2022,1733,14955,67394
Belladonna,09-07-2022,250,2394,6840
Belladonzel,09-07-2022,13869,,
Bendable Crystal,09-07-2022,1500,15000,99799
Bestial Brockhard Hair,09-07-2022,19999,,
Bethel Akarna's Tail,09-07-2022,114210,1047975,
Bewitched Wicker,09-07-2022,297,2599,33298
Bewitched Wood,09-07-2022,60,624,6980
Bherb's Gully Key,09-07-2022,332,19999,329996
Bigbit Pixel,09-07-2022,3388,34975,
Bigheera Ball,09-07-2022,1298,34997,
Bigheera Chain,09-07-2022,432,4493,59991
Biltong Carrion,09-07-2022,9800,,
Biltong Meat,09-07-2022,752,7995,44443
Binar,09-07-2022,1428957,,
Bizarbwork Scalp,09-07-2022,994,5367,59284
Black Gobball Brain,09-07-2022,1750,20000,
Black Gobball Leather,09-07-2022,1648,,
Black Gobbly Wool,09-07-2022,54,500,6700
Black Rat Mane,09-07-2022,1588,17874,213999
Black Rat's Moumousetra ...,09-07-2022,845,5000,
Black Scaraleaf Antennae,09-07-2022,3387,44893,429987
Black Scaraleaf Wings,09-07-2022,500,8989,38999
Black Tiwabbit Hair,09-07-2022,436,4491,29994
Black Tiwabbit Headband,09-07-2022,50,594,5700
Black Wabbit Bobtail,09-07-2022,188,2200,16794
Black Wabbit Paw,09-07-2022,9,59,1900
Black Wo Wabbit Stomach,09-07-2022,233,,29999
Blacksmith Dungeon Key,09-07-2022,1299,14997,
Blastofu Ashes,09-07-2022,54,2388,24867
Blastofu Ember,09-07-2022,435,6988,49999
Bliblido Leather,09-07-2022,536,4789,45581
Bliblirect Stomach,09-07-2022,1068,10889,129599
Bliblitch Hairs,09-07-2022,868,8777,76573
Bliblitch Leather Strap,09-07-2022,4996,59970,524198
Blimpristed's Gusset,09-07-2022,3500,,
Blodz Uker Skin,09-07-2022,162,1310,13000
Blood Throne Key,09-07-2022,73997,,
Blood-Soaked Carrion,09-07-2022,7879,,
Blood-Soaked Meat,09-07-2022,988,5998,99949
Bloody Carrion,09-07-2022,7860,,
Bloody Koalak Tail,09-07-2022,6189,61897,
Bloody Koalak Tuft,09-07-2022,135,1344,18966
Bloody Meat,09-07-2022,413,3988,39982
Blop Field Key,09-07-2022,888,14997,
Blopshroom Flower,09-07-2022,133,999,11999
Blopshroom Pollen,09-07-2022,695,8388,89999
Blue Balloon,09-07-2022,267,,
Blue Boxers,09-07-2022,500,,
Blue Embers,09-07-2022,6546,62000,
Blue Larva Skin,09-07-2022,449,4900,88000
Blue Mage Metaria,09-07-2022,3107,39000,420000
Blue Metaria,09-07-2022,169,5375,53000
Blue Piwi Feather,09-07-2022,26,499,6000
Blue Ray,09-07-2022,,1839,3896
Blue Scaraleaf Antennae,09-07-2022,50,499,19499
Blue Scaraleaf Wings,09-07-2022,299,895,5994
Blue Spimush Gill,09-07-2022,111,985,11996
Blue Triam Metaria,09-07-2022,1000,12493,
Bluebells,09-07-2022,1250,15000,
Blueprint for a Clothes Peg,09-07-2022,7498,,
Bluish Jelly,09-07-2022,282,2779,29965
Blundergus Bandage,09-07-2022,52,1799,9499
Boar Snout,09-07-2022,575,5799,58996
Boble,09-07-2022,169991,,
Bombu Barrel,09-07-2022,48996,,
Bombu Sap,09-07-2022,8872,,
Bombu Wood,09-07-2022,144,1274,3958
Bomma Distributa,09-07-2022,124999,,
Bomma Stomach,09-07-2022,7695,78998,699999
Bontarian Rat Hair,09-07-2022,75,400,2776
Boogranny Mojo,09-07-2022,799,9947,189796
Boombardier Hairs,09-07-2022,90,911,14993
Boopig Testicles,09-07-2022,6193,74993,940085
Boostache Moustache,09-07-2022,670,,
Boostoplasm,09-07-2022,350,3450,79985
Boowoldlum Claw,09-07-2022,396,6478,48800
Boowoldlum Magic Testicles,09-07-2022,6944,78999,
Boowolf Tail,09-07-2022,492,7929,59838
Boowolf Testicles,09-07-2022,739,16000,
Boowonoké Hairs,09-07-2022,700,9868,49997
Boowonoké Scalp,09-07-2022,92,6899,73792
Bottle of Nottlebeck,09-07-2022,7980,79990,
Bow Meow Grass,09-07-2022,1250,15000,
Bowl,09-07-2022,,1500,
Brakmarian Rat Hair,09-07-2022,131,748,1775
Brandon's Heart,09-07-2022,1,10,5581
Brass Propeller,09-07-2022,12486,,
Bread Board,09-07-2022,2950,27000,289999
Breaded Fish,09-07-2022,499,200,1500
Bright Sack of Potatoes,09-07-2022,3,159,1998
Brikablak Pixel,09-07-2022,997,9999,
Broken Chafer Helmet,09-07-2022,1000,45939,
Broken Chains,09-07-2022,315,3251,21765
Broken Chokao Chip,09-07-2022,42989,598916,
Broken Helmet,09-07-2022,1,110,
Broken Hinge,09-07-2022,466,3716,36445
Broken Macian Collar,09-07-2022,673,6899,63789
Broken Mask,09-07-2022,972,10993,150000
Broken Royal Tofu Crown,09-07-2022,199,,185379
Broken Wings,09-07-2022,1,10,
Bronze,09-07-2022,588,777,4390
Brown Boxers,09-07-2022,14000,,
Brown Spimush Gill,09-07-2022,756,7500,83093
Brownish Pompom,09-07-2022,13,140,
Brumen Tinctorias's Labo ...,09-07-2022,1698,14996,99999
Brumen's Elixir,09-07-2022,186999,,
Brutasmodan's Jaw,09-07-2022,24977,255984,
Brutatax Embroidery,09-07-2022,999,9995,
Brutatax's Factory Key,09-07-2022,9666,99999,
Bubotron Feather,09-07-2022,2989,31998,329999
Buck Anear Hair,09-07-2022,1390,11096,119994
Buckshot Tail,09-07-2022,888,,
Bulbiflor Pollen,09-07-2022,39,683,9992
Bulbush Thorn,09-07-2022,80,1057,12944
Burnabwork Skin,09-07-2022,999,8808,55865
Buzta Foot,09-07-2022,2787,19998,
Bwarioch Scalp,09-07-2022,7393,78773,
Bwork Archer Briefs,09-07-2022,1,1,199
Bwork Archer Scalp,09-07-2022,426,964,5958
Bwork Dungeon Key,09-07-2022,648,4994,21835
Bwork Epaulette,09-07-2022,10,45,2400
Bwork Helmet,09-07-2022,4,99,8994
Bwork Maqus Beard Hair,09-07-2022,55,696,2000
Bwork Magus Book,09-07-2022,5,194,2397
Bworker Hide,09-07-2022,7495,69999,699999
Bworker Token,09-07-2022,25180,277776,
Bworker's Cave Key,09-07-2022,6690,59700,
Bworkette Hair,09-07-2022,662,7590,45499
Bworkette Skin,09-07-2022,795,3995,
Bytbul Palp,09-07-2022,1548,13887,179999
Cactana Scroll,09-07-2022,377,4494,37399
Caimaneedy! Doll,09-07-2022,8598,85997,
Cannon Dorf Ball,09-07-2022,80,1221,39969
Capoei Rat Shorts,09-07-2022,436,3500,41397
Capsaaloock Hair,09-07-2022,10996,,
Capsaaloock Leather,09-07-2022,642,,
Captain Meno's Ship Key,09-07-2022,113099,1725837,
Captain Scarlight's Heart,09-07-2022,2298,18950,319999
Caramel Rabmajoke #1,09-07-2022,999,,
Caramel Rabmajoke #2,09-07-2022,1555,,
Caramel Rabmajoke #3,09-07-2022,470,,
Caramel Rabmajoke #4,09-07-2022,990,,
Caramel Rabmajoke #5,09-07-2022,435,,
Caramel Rabmajoke #6,09-07-2022,462,,
Caramel Rabmajoke #7,09-07-2022,394,,
Caramel Rabmajoke #8,09-07-2022,680,,
Carbon Paper,09-07-2022,579,3797,36899
Carniflora,09-07-2022,299,4499,98000
Cashew Nut,09-07-2022,21,213,1900
Castuc Cocktail,09-07-2022,48328,,
Castuc Juice,09-07-2022,1997,15999,
Castupod Flower,09-07-2022,692,6984,29997
Catichan's Collar,09-07-2022,3800,39993,
Catseye Challenge Key,09-07-2022,7999,77726,
Catseye's Die,09-07-2022,72989,,
Catsquatch Tail,09-07-2022,992,12982,
Cauldini's False Face,09-07-2022,2097,18000,228999
Cave Gobball Brain,09-07-2022,80,1498,
Cawwot,09-07-2022,797,8555,96895
Cawwotman Leaves,09-07-2022,5439,35553,
Celestial Bearbarian Tail,09-07-2022,3394,24872,
Celestial Wool,09-07-2022,206,2000,31000
Chafer Archer Arrow,09-07-2022,2,40,
Chafer Lancer Leather Brief:,09-07-2022,111,998,9895
Chak Rat's Collar,09-07-2022,1599,15000,209966
Chamber of Tal Kasha Key,09-07-2022,18562,125000,
Chance Biscuit,09-07-2022,799,6888,39497
Charred Ones' Blood,09-07-2022,1999,38999,
Cheeken Cloaca,09-07-2022,493,4980,40899
Cheeken Plait,09-07-2022,10998,119996,1500000
Cherry,09-07-2022,496,477,3000
Cherry Sap,09-07-2022,9984,,
Cherry Wood,09-07-2022,189,981,6957
Chestnut Sap,09-07-2022,3996,,
Chestnut Wood,09-07-2022,,200,
Chewed-Up Helmet,09-07-2022,230,2250,
Chimeric Feather,09-07-2022,650,5989,80000
Chocolate Fur,09-07-2022,24,490,
Chocoligarch Diadem,09-07-2022,429,3777,
Chocomancer Bar,09-07-2022,299998,,
Chocopingwin Stomach,09-07-2022,850,9999,
Chocosnailmet Coating,09-07-2022,49,250,
Chokao Priestess's Embre...,09-07-2022,666,2992,
Chokao Temple Key,09-07-2022,99865,1917600,
Chrysonefantine Scarab,09-07-2022,4295,43899,
Citronana,09-07-2022,1127,11888,119748
Clakoss,09-07-2022,9896,,
Clay Dragoss Scale,09-07-2022,347,3880,38795
Clay Dragoss Shell,09-07-2022,175,1280,19999
Clay Dreggon Shell,09-07-2022,74,591,6985
Climbing Rope,09-07-2022,3998,63991,
Coagulated Blood,09-07-2022,1585,15989,
Coal,09-07-2022,101,1096,7782
Coal Dragoss Scale,09-07-2022,116,1983,9200
Coal Dragoss Shell,09-07-2022,143,1262,19896
Coal Dreggon Shell,09-07-2022,450,4587,
Cobalt,09-07-2022,2788,10981,108920
Coco Blop Flower,09-07-2022,282,2432,24897
Coco Key Fragment,09-07-2022,695,7500,
Coco Koalak Hair,09-07-2022,149,1864,19989
Cod,09-07-2022,320,1396,3967
Colousses Gland,09-07-2022,7881,43898,
Colousses's Meowsoleum ...,09-07-2022,20000,218500,
Contaminated Carrion,09-07-2022,4497,47999,
Contaminated Meat,09-07-2022,97,738,7700
Contest Snapper,09-07-2022,4,,
Copper,09-07-2022,196,399,4253
Copy of the Bandit Hideo ...,09-07-2022,1995,,
Copy of the Cania Map 1-3,09-07-2022,369998,,
Copy of the Cania Map 2-3,09-07-2022,279999,,
Copy of the Cania Map 3-3,09-07-2022,1499999,,
Corrode,09-07-2022,1099997,,
Corrupted Sprouts,09-07-2022,9490,76998,
Count Harebourg's Bandz ...,09-07-2022,34000,348774,
Count Harebourg's Dunge ...,09-07-2022,87400,,
Count Razof Hair,09-07-2022,5200,44999,
Counterfeit Royal Seal,09-07-2022,320,2643,24999
Crab Surimi,09-07-2022,5,209,1396
Crabtun Lantern,09-07-2022,17987,225449,1999999
Crackler Heart,09-07-2022,8,330,3797
Crackler Stone,09-07-2022,88,886,3990
Cracklers Rocky Peaks Key,09-07-2022,1885,39800,290399
Cracklope Tongue,09-07-2022,1871,26620,233927
Crambo Arrow,09-07-2022,3373,33699,
Crimson Pebble,09-07-2022,3595,34771,319970
Critus,09-07-2022,899999,,
Crobak Foot,09-07-2022,373,3979,31890
Crocabulia Skin,09-07-2022,,2198,19987
Crocodyl Chief Scale,09-07-2022,1199,11983,119971
Crocodyl Scale,09-07-2022,199,2095,28985
Cromagmunk Acorn,09-07-2022,2093,16884,99995
Cromagmunk Tail,09-07-2022,793,9396,189968
Croquette,09-07-2022,890,8896,88970
Crovus Feather,09-07-2022,270,3060,24695
Crowfox Hair,09-07-2022,797,8970,89984
Crunchery Key,09-07-2022,3498,17498,
Crunchler Heart,09-07-2022,149,1297,
Crunchy Bar,09-07-2022,794940,,
Crushed Mist,09-07-2022,5996,44444,
Crystal,09-07-2022,14985,199798,1910000
Crystal Stone,09-07-2022,1499,15392,184992
Crystalline Root,09-07-2022,114941,999998,
Crystaloball Stone,09-07-2022,89,963,2491
Cucumber,09-07-2022,980,10986,107999
Cursed Pumpkwin Seeds,09-07-2022,6787,54990,462204
Cursed Temple Key,09-07-2022,19400,,
Cybwork Bolt,09-07-2022,1900,33991,369997
Cybwork Briefs,09-07-2022,19000,,
Cycloid Feather,09-07-2022,29998,,
Daddy Longlex Mouthparts,09-07-2022,115,1999,
Dagob,09-07-2022,174993,,
Dakid,09-07-2022,224974,,
Dalbweel Skin,09-07-2022,55,1984,33987
Damadrya's Bamboo Gro ...,09-07-2022,2490,15889,99998
Damaged Shell,09-07-2022,485,5974,109997
Dantinea's Palace Key,09-07-2022,70199,743940,
Darit Hair,09-07-2022,188,1100,7624
Dark Bamboo Sap,09-07-2022,45990,,
Dark Bamboo Wood,09-07-2022,995,6000,3659
Dark Miner's Candle,09-07-2022,13,99,2000
Dark Pikoko Nut,09-07-2022,12444,141959,1400000
Dark Pikoko Tonsils,09-07-2022,500,8888,70690
Dark Rose Leaf,09-07-2022,1290,11999,120000
Dark Rose Petal,09-07-2022,1997,,
Dark Sack of Potatoes,09-07-2022,3,102,
Dark Sardine,09-07-2022,59500,,
Dark Treechnee Web,09-07-2022,996,4111,42799
Dark Treechnid Amber,09-07-2022,2182,18889,199981
Dark Treechnid Root,09-07-2022,115,1787,9591
Dark Treeckler Seed,09-07-2022,2444,33325,299993
Dark Treeckler's Achilles' ...,09-07-2022,8696,94988,969999
Dark Wicker,09-07-2022,652,13000,17900
Dazahk Freezammer's Ep ...,09-07-2022,18695,176946,
Dead Blop,09-07-2022,520,6990,48999
Dead Crobak,09-07-2022,181,2995,36999
Dead Glukoko,09-07-2022,121,940,19985
Dead Kolerat,09-07-2022,1230,14094,99798
Dead Major Arachnee,09-07-2022,81,999,
Dead Neye,09-07-2022,886,18996,179999
Deep Sea Token,09-07-2022,8999,99999,
Deminoball Leather,09-07-2022,742,4983,39996
Demoloch Tentacle,09-07-2022,2720,25368,
Demongrel Petal,09-07-2022,1667,16769,229448
Demonic Rose Petal,09-07-2022,79,1686,14485
Demonic Rose Saliva,09-07-2022,440,9987,69995
Destroyer Spike,09-07-2022,11697,113840,
Diabelial Tongue,09-07-2022,6896,6489,
Diamond,09-07-2022,10998,199956,
Diamond Stone,09-07-2022,1095,11069,166844
Diamondine's Concert Ticket,09-07-2022,574,14992,149000
Diepwon Tentacle,09-07-2022,3768,29998,
Digshot Skin,09-07-2022,1997,1998,14987
Director Grunob's Manual,09-07-2022,85,999,
Divine Sage,09-07-2022,8999,,
Diving Weights,09-07-2022,9587,,
Djim,09-07-2022,2429988,,
Dodox Feather,09-07-2022,796,6893,59998
Dolomite,09-07-2022,2388,,169990
Domo,09-07-2022,38999,,
Domoizelle Feather,09-07-2022,298,3399,34885
Dopple Mirror,09-07-2022,198,1775,14890
Dopple Stone,09-07-2022,13,276,12884
Dorgan Ation Skin,09-07-2022,86,886,8989
Dose of Tasty Juice,09-07-2022,,704,7892
Dostrogo Feather,09-07-2022,634,6484,59996
Double’s Scrunchie,09-07-2022,4435,49992,
Draegnerys's Hair,09-07-2022,2487,,
Draftwit Slobber,09-07-2022,17944,154995,
Dragandrop Hide,09-07-2022,498,9695,78776
Dragandrop Wing,09-07-2022,184,1980,18984
Dragnarok Hide,09-07-2022,467,4996,39898
Dragomilk,09-07-2022,147,11000,
Dragon Haiku: Creation,09-07-2022,2545213,,
Dragon Haiku: Destruction,09-07-2022,1839999,,
Dragon Haiku: Rebirth,09-07-2022,999998,,
Dragon Haiku: Resolution,09-07-2022,1899779,,
Dragon Pig Blood,09-07-2022,836,18686,
Dragon Pig Hair,09-07-2022,732,19878,
Dragon Pig Leather,09-07-2022,985,89999,
Dragon Pig Snout,09-07-2022,180,984,14999
Dragon Pig Tail,09-07-2022,6500,65999,
Dragon Pig's Den Key,09-07-2022,4994,67998,
Dragon Pig's Maze Key,09-07-2022,498,5000,
Dragostess Skin,09-07-2022,1178,10769,74431
Dragoturkey Beard Hairs,09-07-2022,796,9893,92288
Dragoturkey Milk,09-07-2022,107,1426,16397
Dragoturkey Sweat,09-07-2022,1,122,1886
Dragoturkey Wing,09-07-2022,1079,8749,11437
Drakoalak Skin,09-07-2022,179,1400,
Dramak's Holey Pants,09-07-2022,1343,23997,
Dramak's Holey Sock,09-07-2022,2486,19992,
Dramak’s Theatre Key,09-07-2022,899,,
Dramanita Gill,09-07-2022,2300,23494,289998
Drawing Board,09-07-2022,1400,22000,
Dremoan Sporm,09-07-2022,799977,,
Drhellvina Tail,09-07-2022,95,890,9999
Drhossil's Caves Key,09-07-2022,24896,249997,
Dried Carrion,09-07-2022,7999,,
Dried Meat,09-07-2022,179,1399,14998
Dried Mopeat Peat,09-07-2022,1940,20998,139000
Drilla Brain,09-07-2022,18743,244989,
Drilla Stone,09-07-2022,695,14496,164318
Drinker Feather,09-07-2022,697,8098,98989
Drinker Heart,09-07-2022,5990,59999,
Drinking Water,09-07-2022,108,449,7400
Dripping Meat,09-07-2022,3500,59999,
Dumple Leather,09-07-2022,1641,15597,189998
Dynamo,09-07-2022,34700,,
Earth Kwak Feather,09-07-2022,198,2670,18765
Earthworm,09-07-2022,198,2975,25955
Ebony Sap,09-07-2022,19991,,
Ebony Wood,09-07-2022,488,1433,5766
Ecaflip's Ball,09-07-2022,51827,,
Ectorch Fragment,09-07-2022,1500,15987,166000
Edelweiss,09-07-2022,899,999,1393
Ediem Carp,09-07-2022,29,295,2000
Eel,09-07-2022,,500,
Eguntew Foot,09-07-2022,3,25,
El Piko Golden Star,09-07-2022,900,,
El Piko's Cave Key,09-07-2022,12991,98500,
Elfacet Pixel,09-07-2022,1698,15990,159899
Elgrun Leg,09-07-2022,11195,98000,1199999
Eliocalypse Storm Key,09-07-2022,48793,,
Elm Wood,09-07-2022,100,700,4996
Elsumo Pants,09-07-2022,499,4898,56673
Emerald,09-07-2022,1429,10989,139988
Emerald Larva Skin,09-07-2022,988,9966,33980
Emerald Stone,09-07-2022,28,1102,
Emeralda's Diary,09-07-2022,1973,13996,129999
Emeralda's Skeunk Autog...,09-07-2022,141,6433,66664
Encapsulated Soul-Blaze,09-07-2022,21947,186997,1999999
Enutough Beard Hair,09-07-2022,5638,59648,349998
Etching Board,09-07-2022,3333,35000,350000
Eternal Ashes,09-07-2022,220,1890,21476
Ethereal Carrion,09-07-2022,42000,,
Evil Dandelion Flower,09-07-2022,44,686,8994
Evil Tofu Feather,09-07-2022,1695,,
Evil Tofu Wing,09-07-2022,31,296,8684
Exotic Crab Surimi,09-07-2022,28000,,
Explosive Capsule,09-07-2022,1,10,1396
Fairywork Powder,09-07-2022,,629,8839
Family Relic,09-07-2022,1348,13873,98952
Farle's Pig Skin,09-07-2022,154,1879,18689
Farle's Ray,09-07-2022,31997,,
Farmland Substrate,09-07-2022,1090,9703,84998
Fascine Substrate,09-07-2022,3991,35998,
Father Kwismas's House Ke,09-07-2022,13881,,
Father Whupper Pattern,09-07-2022,44988,,
Fattrool,09-07-2022,4400,25980,
Fennex Tail,09-07-2022,95,989,8998
Fertile Ruby Fragment,09-07-2022,11099,,
Fertiliser,09-07-2022,47,250,2493
Field Clover,09-07-2022,5695,,
Field Dungeon Key,09-07-2022,48,350,4998
Fine Sand,09-07-2022,84,438,13490
Fire Kwak Feather,09-07-2022,300,3495,26868
Fire Pandawushu Artefact,09-07-2022,700,10479,118873
Fireworm,09-07-2022,19,700,10343
First Air Fragment,09-07-2022,749499,,
First Earth Fragment,09-07-2022,950000,,
First Fire Fragment,09-07-2022,519991,,
First Sphincter Dungeon Key,09-07-2022,98,2000,
